Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason,Churn_Risk
2722-JMONI,Female,73,No,Yes,Yes,No,0,United States,California,Escondido,92029,33.079834,-117.134275,17944,Q3,1,1,1,Offer E,1,24.24,0,Yes,Cable,9,1,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,49.55,49.55,0.0,0,24.24,73.78999999999999,1,Churned,Yes,76,4989,Dissatisfaction,Limited range of services,0.97
6711-VTNRE,Female,42,No,No,No,No,0,United States,California,Tranquillity,93668,36.635661,-120.288644,1130,Q3,0,0,36,,1,27.72,0,Yes,Fiber Optic,24,0,0,1,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,87.55,3078.1,0.0,0,997.92,4076.02,1,Churned,Yes,92,2558,Competitor,Competitor had better devices,0.96
8976-OQHGT,Female,38,No,No,Yes,Yes,3,United States,California,Lomita,90717,33.794209,-118.317354,21065,Q3,1,5,4,,1,42.71,0,Yes,DSL,56,0,1,0,1,0,0,0,1,Month-to-Month,0,Credit Card,56.5,235.1,0.0,0,170.84,405.94,2,Churned,Yes,91,5758,Dissatisfaction,Lack of self-service on Website,0.83
4818-QIUFN,Female,69,No,Yes,No,No,0,United States,California,Desert Hot Springs,92241,33.832799,-116.250973,5529,Q3,0,0,20,,1,11.82,1,Yes,Fiber Optic,5,1,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,79.15,1520.9,0.0,0,236.4,1757.3000000000002,1,Churned,Yes,95,4997,Attitude,Attitude of support person,0.93
8182-BJDSI,Female,56,No,No,No,No,0,United States,California,Santa Ana,92705,33.766004,-117.786763,44117,Q3,0,0,28,Offer C,1,30.28,1,Yes,Fiber Optic,30,0,1,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,89.95,2625.55,0.0,0,847.84,3473.3900000000003,1,Churned,Yes,90,2468,Attitude,Attitude of service provider,0.95
0742-MOABM,Male,50,No,No,Yes,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,1,2,4,,1,9.67,0,Yes,Cable,22,0,0,0,1,0,0,0,1,Month-to-Month,0,Credit Card,50.05,179.35,0.0,0,38.68,218.03,2,Churned,Yes,82,3394,Competitor,Competitor made better offer,0.94
0257-ZESQC,Female,80,No,Yes,Yes,No,0,United States,California,Perris,92571,33.828289,-117.201666,26357,Q3,1,2,27,,1,7.02,0,Yes,Cable,25,1,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.2,1929.35,0.0,0,189.54,2118.89,1,Churned,Yes,91,4517,Attitude,Attitude of support person,0.92
6946-LMSQS,Male,80,No,Yes,Yes,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,1,3,25,Offer C,1,33.63,1,Yes,Fiber Optic,25,1,0,0,0,0,1,0,1,One Year,1,Bank Withdrawal,89.05,2177.45,0.0,0,840.7500000000001,3018.2,1,Churned,Yes,90,2673,Competitor,Competitor made better offer,0.94
4800-CZMPC,Female,24,Yes,No,Yes,No,0,United States,California,Delano,93215,35.772244,-119.209689,37280,Q3,1,1,48,Offer B,1,6.36,1,Yes,Fiber Optic,47,1,1,0,0,1,1,1,1,One Year,1,Credit Card,103.25,5037.55,0.0,0,305.28000000000003,5342.83,1,Churned,Yes,71,4736,Attitude,Attitude of service provider,0.76
7693-LCKZL,Male,57,No,No,Yes,Yes,1,United States,California,Julian,92036,32.980678,-116.262854,3577,Q3,1,1,5,,1,11.54,1,Yes,Fiber Optic,19,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,80.15,385.0,0.0,0,57.7,442.7,1,Churned,Yes,84,5124,Competitor,Competitor had better devices,0.85
6581-NQCBA,Female,36,No,No,Yes,No,0,United States,California,Snelling,95369,37.521708,-120.426843,1158,Q3,1,1,16,Offer D,0,0.0,0,Yes,DSL,29,0,0,0,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,49.95,810.2,0.0,0,0.0,810.2,1,Churned,Yes,78,4840,Other,Don't know,0.87
9824-BEMCV,Male,58,No,No,Yes,No,0,United States,California,Modesto,95350,37.671806,-121.007575,52872,Q3,1,1,17,Offer D,1,44.97,0,Yes,Fiber Optic,11,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.0,1149.65,0.0,0,764.49,1914.14,2,Churned,Yes,77,3368,Competitor,Competitor offered higher download speeds,0.75
9101-BWFSS,Female,58,No,No,Yes,No,0,United States,California,Tollhouse,93667,36.993666,-119.348267,2633,Q3,1,1,50,Offer B,1,29.43,1,Yes,Fiber Optic,14,1,1,0,1,1,1,1,1,One Year,0,Bank Withdrawal,108.55,5610.7,0.0,0,1471.5,7082.2,2,Churned,Yes,82,4274,Other,Moved,0.96
2034-GDRCN,Female,47,No,No,No,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,0,0,2,Offer E,1,10.53,0,Yes,Fiber Optic,8,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,90.4,168.2,0.0,0,21.06,189.26,3,Churned,Yes,76,4157,Other,Don't know,0.86
9667-EQRXU,Female,74,No,Yes,No,No,0,United States,California,Boron,93516,34.95703,-117.73045,2241,Q3,0,0,30,,0,0.0,0,Yes,Cable,7,0,0,1,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,40.3,1172.95,0.0,100,0.0,1272.95,2,Churned,Yes,94,3016,Other,Don't know,0.85
4831-EOBFE,Male,43,No,No,Yes,No,0,United States,California,Mountain Ranch,95246,38.264262,-120.515133,1692,Q3,1,1,29,,1,40.49,0,Yes,Fiber Optic,15,1,0,0,0,1,1,1,1,Month-to-Month,0,Credit Card,94.65,2649.15,0.0,0,1174.21,3823.36,1,Churned,Yes,70,5150,Other,Don't know,0.92
0533-BNWKF,Female,66,No,Yes,Yes,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,1,2,55,Offer B,1,42.82,1,Yes,Fiber Optic,27,0,1,1,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,85.45,4874.7,0.0,90,2355.1,7319.799999999999,1,Churned,Yes,91,5502,Competitor,Competitor made better offer,0.96
4745-LSPLO,Male,22,Yes,No,No,No,0,United States,California,San Diego,92111,32.805518,-117.169052,46828,Q3,0,0,1,,1,19.85,0,No,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.5,20.5,0.0,0,19.85,40.35,2,Churned,Yes,84,3731,Attitude,Attitude of support person,0.93
3585-ISXZP,Female,53,No,No,No,No,0,United States,California,Indio,92201,33.713891,-116.237257,56307,Q3,0,0,8,,1,29.66,1,Yes,Fiber Optic,12,0,0,0,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,95.65,778.1,0.0,0,237.28,1015.38,3,Churned,Yes,95,5335,Attitude,Attitude of support person,0.95
2108-XWMPY,Male,29,Yes,No,No,No,0,United States,California,Cabazon,92230,33.929812,-116.76058,2355,Q3,0,0,3,,0,0.0,0,Yes,DSL,85,1,1,0,0,0,0,0,1,Month-to-Month,1,Credit Card,35.45,106.85,0.0,0,0.0,106.85,1,Churned,Yes,70,2095,Other,Moved,0.91
7551-JOHTI,Female,54,No,No,No,No,0,United States,California,Malibu,90265,34.074572,-118.831181,19630,Q3,0,0,1,,1,32.45,0,No,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.5,19.5,0.0,0,32.45,51.95,2,Churned,Yes,77,5211,Attitude,Attitude of support person,0.88
3488-PGMQJ,Male,66,No,Yes,No,No,0,United States,California,Alpine,91901,32.827184,-116.703729,16486,Q3,0,0,8,,1,1.78,0,Yes,Fiber Optic,7,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.5,606.55,0.0,0,14.24,620.79,2,Churned,Yes,80,4345,Dissatisfaction,Poor expertise of online support,0.95
4187-CINZD,Female,73,No,Yes,No,No,0,United States,California,Lakewood,90712,33.840524,-118.148403,30173,Q3,0,0,46,,1,6.13,0,Yes,Fiber Optic,30,0,1,0,0,1,1,0,1,One Year,0,Credit Card,95.25,4424.2,0.0,0,281.98,4706.18,2,Churned,Yes,90,3180,Competitor,Competitor had better devices,0.98
9831-BPFRI,Female,50,No,No,Yes,No,0,United States,California,Ferndale,95536,40.4785,-124.301372,2965,Q3,1,1,39,,1,35.32,1,Yes,Fiber Optic,30,0,1,1,1,0,0,0,1,One Year,1,Bank Withdrawal,89.55,3474.45,0.0,0,1377.48,4851.93,2,Churned,Yes,65,3849,Dissatisfaction,Poor expertise of online support,0.94
2321-OMBXY,Female,55,No,No,Yes,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,1,1,38,Offer C,1,42.14,0,Yes,DSL,19,1,1,0,1,1,1,1,1,One Year,0,Credit Card,80.3,3058.65,0.0,0,1601.32,4659.97,1,Churned,Yes,81,2071,Other,Don't know,0.83
9658-WYUFB,Female,57,No,No,No,No,0,United States,California,Lathrop,95330,37.80821,-121.308401,10834,Q3,0,0,17,Offer D,1,21.82,1,Yes,Fiber Optic,23,1,1,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,94.4,1617.5,0.0,0,370.94,1988.44,1,Churned,Yes,66,2825,Competitor,Competitor offered more data,0.99
0870-VEMYL,Female,34,No,No,No,No,0,United States,California,Columbia,95310,38.085839,-120.37855,2144,Q3,0,0,5,Offer E,1,24.32,0,Yes,Cable,22,1,0,0,1,0,0,0,0,Month-to-Month,0,Credit Card,53.85,259.8,22.96,10,121.6,368.44,1,Churned,Yes,74,5435,Competitor,Competitor offered higher download speeds,0.82
6400-BWQKW,Female,51,No,No,No,No,0,United States,California,San Mateo,94402,37.556634,-122.317723,23393,Q3,0,0,6,,1,19.74,1,Yes,Fiber Optic,27,1,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,79.05,434.5,0.0,0,118.44,552.94,1,Churned,Yes,91,3263,Dissatisfaction,Network reliability,0.92
1513-XNPPH,Female,36,No,No,No,No,0,United States,California,Los Angeles,90037,34.002642,-118.287596,56709,Q3,0,0,12,Offer D,1,17.46,0,Yes,Fiber Optic,9,0,0,1,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,89.4,1095.65,0.0,0,209.52,1305.17,1,Churned,Yes,79,5047,Dissatisfaction,Product dissatisfaction,0.99
4847-QNOKA,Female,30,No,No,No,No,0,United States,California,Modesto,95355,37.672906,-120.946594,47613,Q3,0,0,1,Offer E,1,41.78,0,Yes,DSL,59,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,44.9,44.9,0.0,0,41.78,86.68,2,Churned,Yes,76,2632,Dissatisfaction,Lack of self-service on Website,0.96
2187-LZGPL,Female,36,No,No,No,No,0,United States,California,Walnut Creek,94596,37.900662,-122.052782,40917,Q3,0,0,7,,0,0.0,0,Yes,DSL,19,0,1,0,0,0,1,1,1,Month-to-Month,1,Credit Card,40.1,293.3,0.0,0,0.0,293.3,2,Churned,Yes,68,4414,Attitude,Attitude of service provider,0.93
0376-YMCJC,Male,21,Yes,No,No,No,0,United States,California,Novato,94949,38.067204,-122.524004,13361,Q3,0,0,23,,1,38.69,1,Yes,Cable,69,0,0,0,1,1,0,1,1,Month-to-Month,1,Bank Withdrawal,90.6,1943.2,4.73,0,889.8699999999999,2828.34,2,Churned,Yes,82,4359,Competitor,Competitor offered higher download speeds,0.96
4918-QLLIW,Male,23,Yes,No,No,No,0,United States,California,Santa Monica,90405,34.005439,-118.477507,26099,Q3,0,0,3,,1,47.68,0,Yes,DSL,82,0,0,0,0,1,0,1,1,Month-to-Month,0,Credit Card,53.4,188.7,0.0,0,143.04,331.74,2,Churned,Yes,65,2755,Other,Don't know,0.91
6261-RCVNS,Female,22,Yes,No,No,No,0,United States,California,Rodeo,94572,38.027218,-122.23463,8506,Q3,0,0,42,Offer B,1,5.75,0,Yes,DSL,53,1,1,1,1,0,1,1,1,One Year,0,Credit Card,73.9,3160.55,0.0,0,241.5,3402.05,2,Churned,Yes,71,2774,Price,Price too high,0.96
7881-EVUAD,Female,49,No,No,No,No,0,United States,California,Oroville,95966,39.473896,-121.415927,28382,Q3,0,0,2,Offer E,0,0.0,0,Yes,DSL,21,1,1,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,42.6,72.4,0.0,0,0.0,72.4,2,Churned,Yes,79,4648,Competitor,Competitor offered more data,0.92
2237-ZFSMY,Female,29,Yes,No,No,No,0,United States,California,Riverdale,93656,36.452211,-119.94575,5729,Q3,0,0,39,Offer C,1,4.48,0,Yes,Fiber Optic,71,1,0,1,1,1,0,1,1,One Year,1,Bank Withdrawal,95.55,3692.85,0.0,0,174.72000000000003,3867.57,1,Churned,Yes,73,2767,Attitude,Attitude of service provider,0.86
4317-VTEOA,Male,61,No,No,No,No,0,United States,California,Rowland Heights,91748,33.976753,-117.897367,46342,Q3,0,0,1,Offer E,1,43.03,0,Yes,DSL,3,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,50.75,50.75,0.0,0,43.03,93.78,2,Churned,Yes,93,5355,Competitor,Competitor had better devices,0.95
3799-ISUZQ,Male,49,No,No,Yes,No,0,United States,California,California Hot Springs,93207,35.865795,-118.69759,226,Q3,1,9,7,,1,35.42,0,Yes,Fiber Optic,3,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.95,529.5,0.0,0,247.94,777.44,2,Churned,Yes,90,3296,Dissatisfaction,Poor expertise of online support,0.92
5208-HFSBT,Female,47,No,No,No,No,0,United States,California,Challenge,95925,39.461768,-121.195825,262,Q3,0,0,2,Offer E,1,42.55,0,Yes,DSL,30,0,1,0,1,0,0,0,1,Month-to-Month,1,Credit Card,55.05,102.75,0.0,0,85.1,187.85,1,Churned,Yes,81,5855,Competitor,Competitor had better devices,0.96
2225-ZRGSG,Female,38,No,No,Yes,No,0,United States,California,Piru,93040,34.432843,-118.730106,1459,Q3,1,1,70,Offer A,1,5.48,1,Yes,Fiber Optic,14,1,1,1,1,0,0,0,1,Two Year,0,Bank Withdrawal,93.9,6579.05,0.0,0,383.6,6962.650000000001,1,Churned,Yes,95,6173,Price,Long distance charges,0.93
4439-JMPMT,Female,38,No,No,Yes,No,0,United States,California,Comptche,95427,39.239818,-123.565432,371,Q3,1,1,5,Offer E,1,1.12,0,Yes,Fiber Optic,22,0,0,0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,85.75,470.95,44.16,0,5.6000000000000005,432.39,1,Churned,Yes,71,3608,Attitude,Attitude of support person,0.79
5616-PRTNT,Male,30,No,No,No,Yes,3,United States,California,Desert Center,92239,33.889605,-115.257009,964,Q3,0,0,20,,1,22.78,0,No,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,19.4,374.5,0.0,0,455.6,830.1,2,Churned,Yes,86,3785,Attitude,Attitude of support person,0.96
2959-MJHIC,Male,60,No,No,Yes,No,0,United States,California,Hinkley,92347,34.983808,-117.239306,1933,Q3,1,3,4,,1,32.43,0,Yes,Fiber Optic,13,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,80.35,307.4,0.0,0,129.72,437.12,1,Churned,Yes,65,4167,Dissatisfaction,Product dissatisfaction,0.95
8818-XYFCQ,Male,39,No,No,Yes,No,0,United States,California,Walnut Creek,94598,37.916648,-122.008483,26022,Q3,1,1,32,Offer C,1,33.57,1,Yes,Fiber Optic,26,1,0,0,0,1,1,1,0,Month-to-Month,1,Credit Card,99.55,3204.65,35.82,110,1074.24,4353.07,1,Churned,Yes,71,5026,Competitor,Competitor made better offer,0.84
5469-CTCWN,Male,52,No,No,Yes,No,0,United States,California,Arbuckle,95912,38.982373,-122.047751,4796,Q3,1,1,61,,1,46.95,1,Yes,Cable,21,1,1,0,0,1,1,1,1,One Year,1,Bank Withdrawal,106.0,6547.7,0.0,0,2863.9500000000003,9411.65,1,Churned,Yes,92,4334,Competitor,Competitor offered higher download speeds,0.99
6319-IEJWJ,Male,63,No,No,Yes,No,0,United States,California,Camarillo,93012,34.205504,-118.993111,24945,Q3,1,1,20,,1,49.69,0,Yes,Fiber Optic,10,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,90.2,1776.55,0.0,0,993.8,2770.35,1,Churned,Yes,85,2058,Other,Moved,0.95
1334-FJSVR,Male,64,No,No,No,No,0,United States,California,Sequoia National Park,93262,36.527243,-118.594938,56,Q3,0,0,1,Offer E,0,0.0,0,Yes,DSL,7,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,24.25,24.25,0.0,0,0.0,24.25,1,Churned,Yes,85,2846,Dissatisfaction,Lack of self-service on Website,0.93
3677-TNKIO,Female,27,Yes,No,No,No,0,United States,California,Templeton,93465,35.536115,-120.739231,7918,Q3,0,0,14,,1,36.25,0,Yes,Fiber Optic,52,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,71.0,914.0,0.0,0,507.5,1421.5,1,Churned,Yes,95,3228,Other,Don't know,0.95
3842-IYKUE,Female,28,Yes,No,No,No,0,United States,California,San Leandro,94579,37.687264,-122.15728,19815,Q3,0,0,35,Offer C,1,45.14,1,Yes,Fiber Optic,41,0,1,0,1,0,0,1,0,Month-to-Month,0,Credit Card,85.3,2917.5,23.89,130,1579.9,4603.51,2,Churned,Yes,88,2455,Competitor,Competitor offered more data,0.78
1449-XQEMT,Male,33,No,No,No,No,0,United States,California,Susanville,96130,40.559177,-120.612113,19440,Q3,0,0,3,Offer E,1,15.12,0,No,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Mailed Check,19.8,58.15,0.0,0,45.36,103.51,1,Churned,Yes,79,4323,Price,Long distance charges,0.92
4398-HSCJH,Female,57,No,No,No,No,0,United States,California,Los Angeles,90013,34.044639,-118.240413,9732,Q3,0,0,3,Offer E,1,3.64,1,Yes,DSL,25,0,0,0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,63.6,155.65,0.0,0,10.92,166.57,1,Churned,Yes,70,3155,Competitor,Competitor offered higher download speeds,0.86
4789-KWMXN,Male,42,No,No,Yes,No,0,United States,California,Tuolumne,95379,37.939768,-120.188002,3979,Q3,1,1,47,Offer B,1,19.02,1,Yes,Fiber Optic,17,1,0,1,1,1,1,1,1,One Year,1,Credit Card,110.85,5275.8,4.93,0,893.9399999999999,6164.8099999999995,1,Churned,Yes,90,3344,Price,Price too high,0.94
7112-OPOTK,Male,37,No,No,No,No,0,United States,California,Fort Bidwell,96112,41.932207,-120.135941,231,Q3,0,0,33,,1,28.84,0,Yes,Fiber Optic,23,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,68.25,2171.15,0.0,0,951.72,3122.87,2,Churned,Yes,91,5647,Attitude,Attitude of support person,0.98
1000-AJSLD,Male,25,Yes,No,No,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,Q3,0,0,1,,1,4.11,0,No,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Mailed Check,20.1,20.1,0.0,0,4.11,24.21,1,Churned,Yes,90,4389,Competitor,Competitor made better offer,0.93
3148-BLQJT,Male,33,No,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,0,0,1,Offer E,1,16.81,0,No,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.1,20.1,0.0,0,16.81,36.91,1,Churned,Yes,80,5747,Competitor,Competitor made better offer,0.82
2408-TZMJL,Male,43,No,No,Yes,No,0,United States,California,Gualala,95445,38.848082,-123.50608,1916,Q3,1,1,59,Offer B,1,22.71,1,Yes,Fiber Optic,26,1,1,1,0,1,1,1,1,One Year,1,Bank Withdrawal,110.15,6448.05,0.0,0,1339.89,7787.94,1,Churned,Yes,90,4601,Dissatisfaction,Network reliability,0.98
5130-IEKQT,Male,73,No,Yes,No,No,0,United States,California,San Francisco,94109,37.794487,-122.42227,56330,Q3,0,0,25,Offer C,1,46.34,1,Yes,Fiber Optic,22,0,1,1,0,1,1,0,1,Month-to-Month,0,Credit Card,105.95,2655.25,0.0,0,1158.5,3813.75,2,Churned,Yes,91,4283,Price,Price too high,0.91
9828-AOQLM,Female,37,No,No,Yes,No,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,1,3,1,,1,12.8,0,Yes,DSL,5,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,45.7,45.7,0.0,0,12.8,58.5,1,Churned,Yes,91,3187,Competitor,Competitor made better offer,0.98
2153-MREFK,Female,55,No,No,Yes,No,0,United States,California,Fawnskin,92333,34.274846,-116.937581,414,Q3,1,1,37,,1,30.16,1,Yes,Fiber Optic,4,1,0,1,1,0,1,1,1,One Year,1,Bank Withdrawal,99.2,3754.6,0.0,0,1115.92,4870.52,1,Churned,Yes,79,3599,Attitude,Attitude of support person,0.93
3506-LCJDC,Male,52,No,No,Yes,Yes,3,United States,California,Modesto,95358,37.612612,-121.108568,30668,Q3,1,1,1,,1,8.03,0,No,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.95,19.95,0.0,0,8.03,27.979999999999997,1,Churned,Yes,76,4860,Price,Long distance charges,0.82
7779-LGOVN,Male,74,No,Yes,Yes,No,0,United States,California,Paskenta,96074,39.884395,-122.587513,263,Q3,1,2,10,,1,46.5,1,Yes,Cable,4,0,0,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,86.65,856.65,0.0,0,465.0,1321.65,1,Churned,Yes,84,4990,Dissatisfaction,Limited range of services,0.86
4355-HBJHH,Male,49,No,No,Yes,No,0,United States,California,Waterford,95386,37.669516,-120.626964,8308,Q3,0,0,67,,1,42.77,1,Yes,DSL,3,1,0,1,0,1,1,1,1,Two Year,1,Bank Withdrawal,79.7,5293.4,0.0,0,2865.59,8158.99,1,Churned,Yes,77,6289,Price,Price too high,0.86
4760-XOHVN,Female,54,No,No,Yes,Yes,2,United States,California,Myers Flat,95554,40.267158,-123.805913,644,Q3,1,1,1,,1,28.73,0,No,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Mailed Check,19.45,19.45,0.0,0,28.73,48.18,2,Churned,Yes,84,2865,Competitor,Competitor made better offer,0.99
3870-MQAMG,Female,21,Yes,No,Yes,No,0,United States,California,Camp Nelson,93208,36.057458,-118.591951,191,Q3,1,1,54,Offer B,1,2.18,1,Yes,Fiber Optic,71,0,1,1,1,1,1,1,1,One Year,0,Bank Withdrawal,110.35,5893.15,0.0,0,117.72,6010.87,1,Churned,Yes,90,6189,Competitor,Competitor had better devices,0.87
6425-YQLLO,Female,68,No,Yes,Yes,No,0,United States,California,Pinole,94564,37.996462,-122.293716,16717,Q3,1,1,66,,1,27.75,1,Yes,Fiber Optic,11,0,0,1,1,1,1,0,1,One Year,1,Credit Card,105.95,6975.25,0.0,0,1831.5,8806.75,2,Churned,Yes,86,6117,Other,Don't know,0.95
4282-YMKNA,Female,55,No,No,No,No,0,United States,California,Biola,93606,36.798882,-120.019511,807,Q3,0,0,9,Offer E,1,16.48,1,Yes,Fiber Optic,12,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.75,706.6,0.0,0,148.32,854.9200000000001,2,Churned,Yes,82,5003,Competitor,Competitor made better offer,0.9
3351-NQLDI,Female,41,No,No,Yes,No,0,United States,California,Travis Afb,94535,38.265899,-121.939461,9978,Q3,1,1,67,Offer A,1,30.94,1,Yes,Fiber Optic,11,1,0,0,1,0,1,1,1,One Year,1,Credit Card,94.35,6341.45,0.0,0,2072.98,8414.43,1,Churned,Yes,91,4348,Price,Long distance charges,0.83
4952-YSOGZ,Female,48,No,No,Yes,No,0,United States,California,San Diego,92129,32.961064,-117.134917,47224,Q3,1,1,4,,1,4.14,1,Yes,Fiber Optic,30,0,0,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,85.95,381.3,0.0,0,16.56,397.86,3,Churned,Yes,95,5640,Competitor,Competitor made better offer,0.97
6927-WTFIV,Male,78,No,Yes,No,No,0,United States,California,Redwood City,94061,37.461251,-122.235414,35737,Q3,0,0,20,Offer D,1,5.71,0,Yes,Fiber Optic,22,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,71.3,1389.2,0.0,0,114.2,1503.4,2,Churned,Yes,91,3684,Attitude,Attitude of service provider,0.92
0515-YPMCW,Male,42,No,No,No,No,0,United States,California,San Jose,95116,37.350284,-121.852855,51706,Q3,0,0,1,,1,42.87,0,Yes,Fiber Optic,8,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,70.45,70.45,0.0,10,42.87,123.32,1,Churned,Yes,90,3525,Competitor,Competitor had better devices,0.97
0876-WDUUZ,Female,62,No,No,No,No,0,United States,California,Pine Grove,95665,38.400264,-120.641274,4354,Q3,0,0,5,Offer E,1,43.51,0,Yes,Fiber Optic,17,0,0,0,1,0,1,1,1,Month-to-Month,1,Credit Card,85.4,425.9,0.0,0,217.55,643.4499999999999,2,Churned,Yes,90,3716,Price,Long distance charges,0.97
2869-ADAWR,Female,41,No,No,No,No,0,United States,California,Sutter Creek,95685,38.432145,-120.77069,4610,Q3,0,0,45,Offer B,1,14.12,1,Yes,Fiber Optic,24,0,1,0,0,1,0,0,1,Month-to-Month,1,Credit Card,89.3,4016.85,44.63,0,635.4,4607.62,2,Churned,Yes,90,4880,Dissatisfaction,Poor expertise of online support,0.98
5389-FFVKB,Male,71,No,Yes,Yes,No,0,United States,California,Thousand Oaks,91360,34.214054,-118.88109,42526,Q3,1,1,32,,1,2.08,0,Yes,Fiber Optic,25,0,0,0,0,0,1,1,1,Month-to-Month,1,Credit Card,80.3,2483.05,0.0,0,66.56,2549.61,1,Churned,Yes,94,5365,Dissatisfaction,Service dissatisfaction,0.99
1577-HKTFG,Female,42,No,No,Yes,No,0,United States,California,Elk Grove,95624,38.434138,-121.30587,38534,Q3,1,1,30,,1,15.36,0,No,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.65,655.85,0.0,0,460.7999999999999,1116.65,1,Churned,Yes,79,2486,Attitude,Attitude of support person,0.99
4315-MURBD,Female,64,No,No,No,No,0,United States,California,San Bruno,94066,37.624436,-122.430661,39566,Q3,0,0,12,,1,34.92,0,Yes,Cable,23,1,0,0,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,98.9,1120.95,0.0,0,419.04,1539.99,1,Churned,Yes,71,5559,Price,Price too high,0.93
7294-TMAOP,Female,30,No,No,No,No,0,United States,California,Castro Valley,94546,37.708327,-122.083473,41698,Q3,0,0,1,Offer E,1,15.44,0,Yes,Fiber Optic,51,0,0,0,0,1,1,1,0,Month-to-Month,0,Bank Withdrawal,90.55,90.55,0.0,60,15.44,165.99,2,Churned,Yes,72,2627,Competitor,Competitor made better offer,1.0
0201-OAMXR,Female,30,No,No,No,No,0,United States,California,Mckinleyville,95519,40.965011,-124.015255,15921,Q3,0,0,70,Offer A,1,10.21,1,Yes,Fiber Optic,52,1,1,1,1,1,1,1,1,One Year,0,Credit Card,115.55,8127.6,0.0,0,714.7,8842.300000000001,1,Churned,Yes,87,4838,Dissatisfaction,Network reliability,0.96
