Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn,CLTV,Gender_Male,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet,Contract_One Year,Contract_Two Year,Payment Method_Credit Card,Payment Method_Mailed Check
40,No,No,Yes,No,0,8506,1,1,47,No Offer,1,44.26,0,23,0,0,1,0,0,1,1,1,1,85.3,4045.65,0.0,0,2080.22,6125.87,2,1,3631,False,True,False,False,False,False,False,False,False
51,No,No,No,No,0,9423,0,0,33,No Offer,1,20.29,1,30,0,0,0,0,0,1,1,0,1,83.35,2757.85,0.0,40,669.5699999999999,3467.42,2,1,5456,False,True,False,True,False,False,False,False,False
59,No,No,No,No,0,223,0,0,18,Offer D,0,0.0,0,26,0,1,1,0,0,0,0,1,1,33.5,600.0,0.0,0,0.0,600.0,2,1,5474,True,True,True,False,False,False,False,True,False
64,No,No,No,No,0,790,0,0,24,No Offer,1,32.49,0,23,0,0,0,0,1,1,1,1,1,90.35,2238.5,0.0,0,779.76,3018.26,1,1,5546,True,True,False,True,False,False,False,False,False
26,Yes,No,Yes,No,0,42209,0,0,1,Offer E,1,23.06,0,52,0,0,0,0,1,1,1,1,1,90.75,90.75,0.0,0,23.06,113.81,3,1,5460,True,True,False,True,False,False,False,False,False
64,No,No,No,No,0,37218,0,0,4,Offer E,1,36.76,1,20,0,1,0,0,1,0,0,1,0,89.6,365.65,0.0,0,147.04,512.6899999999999,1,1,4689,False,True,False,True,False,False,False,True,False
21,Yes,No,No,No,0,54876,0,0,2,Offer E,0,0.0,0,51,0,0,1,0,1,1,1,1,1,49.25,90.35,0.0,0,0.0,90.35,3,1,5775,True,True,True,False,False,False,False,False,False
43,No,No,No,Yes,3,24589,0,0,1,No Offer,1,11.91,0,0,0,0,0,0,0,0,0,0,0,19.75,19.75,0.0,0,11.91,31.66,3,1,2611,True,False,False,False,True,False,False,True,False
64,No,No,No,No,0,21097,0,0,19,Offer D,1,32.87,1,17,1,1,0,0,0,1,1,0,1,95.15,1789.25,0.0,120,624.53,2533.7799999999997,3,1,5830,False,True,False,True,False,False,False,False,False
44,No,No,No,No,0,15438,0,0,22,Offer D,1,10.33,1,19,1,0,0,0,1,1,1,1,1,101.35,2317.1,0.0,0,227.26,2544.3599999999997,1,1,4694,True,True,False,True,False,False,False,False,False
46,No,No,No,No,0,19763,0,0,4,No Offer,1,12.58,0,19,0,0,0,0,0,0,0,1,1,70.05,266.9,0.0,0,50.32,317.21999999999997,1,1,3600,False,True,False,True,False,False,False,True,False
24,Yes,No,Yes,No,0,12448,1,8,4,No Offer,1,48.64,1,30,0,0,0,0,0,0,0,1,1,74.65,301.4,0.0,0,194.56,495.96,1,1,4013,True,True,False,True,False,False,False,False,False
60,No,No,No,No,0,10737,0,0,4,No Offer,1,30.44,1,10,0,0,0,0,0,0,0,1,0,50.4,206.6,0.0,0,121.76,328.36,1,1,4399,True,True,False,False,False,False,False,True,False
61,No,No,No,No,0,10147,0,0,7,No Offer,1,40.32,1,18,1,0,0,0,0,0,0,1,1,79.65,604.7,0.0,0,282.24,886.94,1,1,4513,False,True,False,True,False,False,False,True,False
55,No,No,Yes,No,0,13984,1,1,5,No Offer,1,1.16,1,7,0,1,0,0,0,0,0,0,1,78.75,412.1,0.0,10,5.8,427.9,2,1,3401,True,True,False,True,False,False,False,False,False
47,No,No,No,No,0,1004,0,0,1,No Offer,1,46.49,1,14,0,0,0,0,0,0,0,1,1,50.1,50.1,0.0,0,46.49,96.59,2,1,4778,False,True,True,False,False,False,False,True,False
19,Yes,No,Yes,No,0,406,1,1,2,Offer E,1,20.5,0,51,0,0,1,0,0,0,0,1,0,76.4,151.8,0.0,0,41.0,192.8,1,1,4340,True,True,False,True,False,False,False,False,False
28,Yes,No,No,No,0,28727,0,0,3,Offer E,1,32.76,0,73,0,0,1,1,1,1,1,1,1,98.7,293.65,0.0,0,98.28,391.9299999999999,3,1,3916,True,True,False,True,False,False,False,False,False
37,No,No,Yes,No,0,13361,1,1,28,No Offer,1,18.31,0,13,0,0,0,0,1,1,1,1,1,90.1,2598.95,0.0,0,512.68,3111.6299999999997,3,1,5958,False,True,False,True,False,True,False,False,False
47,No,No,No,No,0,11213,0,0,15,Offer D,1,3.15,1,26,0,0,0,0,0,0,0,0,0,51.55,765.5,0.0,20,47.25,832.75,2,1,2087,True,True,True,False,False,False,False,False,False
44,No,No,No,No,0,3373,0,0,5,Offer E,1,40.15,1,19,0,0,0,0,1,1,1,1,1,94.85,462.8,0.0,0,200.75,663.55,3,1,5701,True,True,False,True,False,False,False,False,False
39,No,No,No,No,0,10520,0,0,2,No Offer,1,14.07,1,6,0,0,0,0,0,1,1,1,1,85.7,169.8,0.0,0,28.14,197.94,2,1,2187,False,True,False,True,False,False,False,False,False
58,No,No,No,No,0,13290,0,0,1,Offer E,1,26.53,0,30,0,0,0,0,0,0,0,1,0,44.4,44.4,0.0,0,26.53,70.93,2,1,3204,False,True,True,False,False,False,False,True,False
44,No,No,No,No,0,3402,0,0,4,Offer E,0,0.0,0,20,0,0,0,0,1,1,1,0,1,44.55,174.3,0.0,10,0.0,184.3,2,1,5605,True,True,False,False,False,False,False,False,False
41,No,No,Yes,Yes,3,13031,1,1,31,No Offer,0,0.0,0,23,1,0,0,1,0,0,0,1,0,35.4,1077.5,0.0,0,0.0,1077.5,1,1,2067,True,True,True,False,False,False,False,False,False
45,No,No,No,No,0,43192,0,0,1,Offer E,1,32.33,1,9,0,0,0,0,1,1,1,1,0,95.65,95.65,0.0,0,32.33,127.98,2,1,3473,False,True,False,True,False,False,False,True,False
19,Yes,No,No,No,0,8365,0,0,1,No Offer,1,40.48,0,0,0,0,0,0,0,0,0,0,0,20.95,20.95,0.0,0,40.48,61.42999999999999,1,1,4285,False,False,False,False,True,False,False,True,False
54,No,No,No,No,0,37090,0,0,15,Offer D,1,39.84,0,0,0,0,0,0,0,0,0,0,0,19.75,297.3,0.0,0,597.6,894.9000000000001,2,1,2428,False,False,False,False,True,False,False,False,False
42,No,No,Yes,No,0,37127,1,1,17,Offer D,1,17.71,1,13,0,0,0,0,1,1,1,1,1,92.55,1515.1,0.0,0,301.07,1816.17,3,1,5775,True,True,False,True,False,False,False,False,False
28,Yes,No,No,No,0,13481,0,0,9,Offer E,1,49.14,1,58,0,0,0,0,1,0,0,1,1,85.35,758.6,0.0,0,442.26,1200.86,2,1,2752,True,True,False,True,False,False,False,False,False
48,No,No,No,No,0,26389,0,0,25,No Offer,1,1.37,0,21,1,1,1,1,1,0,0,1,0,74.3,1863.8,0.0,0,34.25,1898.05,1,1,5175,False,True,True,False,False,True,False,True,False
34,No,No,No,No,0,15798,0,0,4,Offer E,1,5.63,0,18,0,0,1,1,1,1,1,1,1,98.1,396.3,0.0,0,22.52,418.82,1,1,2895,False,True,False,True,False,False,False,False,False
63,No,No,No,No,0,7071,0,0,50,No Offer,1,27.7,1,28,1,1,0,1,1,1,1,1,1,109.65,5551.15,0.0,0,1385.0,6936.15,1,1,5855,False,True,False,True,False,False,True,False,False
32,No,No,No,No,0,40611,0,0,3,Offer E,1,11.94,1,30,0,0,1,0,1,1,1,0,1,100.95,329.95,0.0,10,35.82,375.77,1,1,5351,True,True,False,False,False,False,False,False,False
25,Yes,No,No,No,0,6951,0,0,10,Offer D,1,40.22,0,41,0,0,1,0,1,1,1,1,1,94.9,1048.85,0.0,0,402.2,1451.05,1,1,2832,True,True,False,True,False,False,False,False,False
53,No,No,Yes,No,0,115,1,1,9,Offer E,0,0.0,0,15,0,0,0,0,0,0,0,1,0,24.1,259.8,0.0,0,0.0,259.8,2,1,3195,True,True,True,False,False,True,False,False,False
23,Yes,No,Yes,No,0,335,1,1,66,Offer A,1,20.07,1,85,0,1,0,1,1,1,1,1,1,104.05,6890.0,0.0,0,1324.62,8214.62,2,1,5504,True,True,False,True,False,True,False,False,False
33,No,No,No,No,0,45755,0,0,3,Offer E,1,49.4,0,10,0,0,1,1,1,0,0,1,1,88.35,262.05,0.0,0,148.2,410.25,2,1,5202,True,True,False,True,False,False,False,True,False
43,No,No,Yes,No,0,1692,1,1,29,No Offer,1,40.49,0,15,1,0,0,0,1,1,1,1,0,94.65,2649.15,0.0,0,1174.21,3823.36,1,1,5150,True,True,False,True,False,False,False,True,False
42,No,No,Yes,Yes,3,460,1,1,41,No Offer,1,45.26,1,56,1,1,1,1,0,1,1,1,0,79.9,3326.2,0.0,0,1855.66,5181.86,1,1,4734,False,True,False,False,False,False,False,True,False
24,Yes,No,No,No,0,10159,0,0,1,Offer E,1,26.12,0,0,0,0,0,0,0,0,0,0,0,20.5,20.5,0.0,0,26.12,46.620000000000005,2,1,3820,False,False,False,False,True,False,False,True,False
44,No,No,No,No,0,23100,0,0,1,Offer E,1,44.94,0,16,0,0,0,0,0,1,1,1,1,81.95,81.95,0.0,0,44.94,126.89,1,1,5622,False,True,False,True,False,False,False,False,False
39,No,No,Yes,No,0,52872,1,1,7,Offer E,1,14.75,0,28,0,0,0,0,0,0,0,0,1,69.35,451.1,0.0,10,103.25,564.35,1,1,4292,True,True,False,True,False,False,False,False,False
53,No,No,No,No,0,8504,0,0,6,No Offer,1,11.81,0,24,0,0,0,0,1,1,1,1,1,91.1,455.3,0.0,0,70.86,526.16,2,1,2266,False,True,False,True,False,False,False,False,False
20,Yes,No,Yes,No,0,15536,1,1,14,Offer D,1,7.26,1,42,0,0,0,0,1,0,0,1,1,86.1,1235.55,0.0,0,101.64,1337.19,1,1,2177,True,True,False,True,False,False,False,False,False
41,No,No,No,No,0,4150,0,0,25,No Offer,1,34.88,1,8,0,0,0,0,1,1,1,1,1,94.7,2362.1,0.0,0,872.0000000000001,3234.1,1,1,5641,True,True,False,True,False,False,False,False,False
40,No,No,Yes,No,0,16525,1,1,22,Offer D,1,16.2,1,17,0,0,0,0,0,1,1,1,1,85.1,1873.7,0.0,0,356.4,2230.1,1,1,5248,True,True,False,True,False,False,False,False,False
63,No,No,Yes,No,0,1158,1,1,61,No Offer,1,49.33,1,7,0,1,0,0,1,1,1,1,1,99.15,6010.05,0.0,0,3009.13,9019.18,3,1,5612,False,True,False,True,False,False,False,False,False
31,No,No,No,No,0,8308,0,0,1,No Offer,1,13.84,0,26,0,0,0,0,0,0,0,0,1,45.05,45.05,0.0,70,13.84,128.89,3,1,2644,True,True,True,False,False,False,False,True,False
39,No,No,No,No,0,36125,0,0,1,No Offer,1,33.88,0,26,0,0,0,0,0,1,1,1,1,79.7,79.7,0.0,0,33.88,113.58,3,1,2066,False,True,False,True,False,False,False,False,False
46,No,No,No,No,0,35057,0,0,22,Offer D,1,49.43,1,17,1,1,0,0,0,0,0,1,0,59.0,1254.7,0.0,0,1087.46,2342.16,3,1,2195,True,True,False,False,False,False,False,False,False
51,No,No,No,No,0,22250,0,0,48,No Offer,1,33.91,0,13,1,0,1,1,0,0,0,1,1,60.35,2896.4,0.0,0,1627.6799999999998,4524.08,1,1,2681,False,True,True,False,False,True,False,True,False
52,No,No,No,No,0,3684,0,0,25,No Offer,1,24.91,0,18,0,0,0,0,0,0,0,0,0,70.95,1767.35,0.0,20,622.75,2410.1,1,1,4881,True,True,False,True,False,False,False,True,False
35,No,No,Yes,No,0,371,1,1,20,Offer D,1,18.05,0,5,0,0,0,0,1,1,1,1,1,89.0,1820.45,0.0,0,361.0,2181.45,2,1,4594,True,True,False,True,False,False,False,True,False
51,No,No,Yes,No,0,2296,1,1,18,No Offer,1,11.3,1,16,1,0,0,0,1,1,1,1,1,99.4,1742.95,0.0,0,203.4,1946.35,1,1,2421,True,True,False,True,False,False,False,False,False
50,No,No,No,No,0,363,0,0,1,No Offer,1,3.84,0,2,0,0,1,0,0,0,0,1,0,73.5,73.5,0.0,0,3.84,77.34,2,1,4378,False,True,False,True,False,False,False,False,False
45,No,No,No,No,0,4913,0,0,9,No Offer,1,19.22,1,10,0,0,0,0,1,1,1,1,1,95.5,829.1,0.0,0,172.98,1002.08,2,1,5007,True,True,False,True,False,False,False,False,False
47,No,No,Yes,No,0,17979,1,1,28,No Offer,1,37.66,0,20,1,0,0,0,1,1,1,1,1,92.35,2602.9,0.0,0,1054.48,3657.38,1,1,2990,False,True,False,True,False,False,False,True,False
20,Yes,No,No,No,0,438,0,0,11,No Offer,1,5.4,0,41,0,1,0,0,0,0,0,1,1,74.55,824.75,0.0,0,59.400000000000006,884.15,2,1,4601,True,True,False,True,False,False,False,False,False
57,No,No,Yes,No,0,752,1,3,20,No Offer,1,28.79,1,16,0,1,1,0,1,1,1,1,1,105.85,2239.65,0.0,0,575.8,2815.45,2,1,4223,False,True,False,True,False,False,False,False,False
35,No,No,No,No,0,23224,0,0,7,No Offer,1,18.1,1,15,0,0,0,0,0,0,0,1,0,75.45,480.75,0.0,0,126.70000000000002,607.45,1,1,2872,False,True,False,True,False,False,False,True,False
60,No,No,No,No,0,23570,0,0,7,No Offer,1,15.51,1,23,0,0,0,0,1,1,1,1,1,93.85,635.6,0.0,0,108.57,744.1700000000001,1,1,3506,True,True,False,True,False,False,False,False,False
51,No,No,No,No,0,1689,0,0,22,No Offer,1,35.93,1,17,1,0,0,0,1,1,1,1,1,100.75,2095.0,0.0,0,790.46,2885.46,2,1,4152,True,True,False,True,False,False,False,False,False
43,No,No,Yes,Yes,1,695,1,1,3,No Offer,0,0.0,0,19,0,0,0,1,0,0,0,0,1,31.0,95.05,0.0,20,0.0,115.05,3,1,5122,False,True,True,False,False,False,False,True,False
38,No,No,No,No,0,42239,0,0,51,No Offer,1,5.62,1,16,0,0,1,0,0,0,0,1,0,80.0,4242.35,0.0,0,286.62,4528.97,3,1,4769,True,True,False,True,False,False,False,True,False
32,No,No,Yes,No,0,1201,1,1,62,No Offer,1,48.58,0,13,0,1,1,0,1,1,1,1,1,100.15,6283.3,0.0,0,3011.96,9295.26,1,1,4120,False,True,False,True,False,False,False,False,False
52,No,No,No,No,0,1215,0,0,28,No Offer,1,35.52,1,26,1,1,0,0,0,1,1,1,1,94.5,2659.4,0.0,0,994.56,3653.96,1,1,5433,True,True,False,True,False,False,False,True,False
42,No,No,No,No,0,2020,0,0,10,No Offer,0,0.0,0,30,0,0,0,0,0,1,1,1,1,33.9,298.45,0.0,0,0.0,298.45,1,1,2529,True,True,True,False,False,False,False,True,False
41,No,No,No,No,0,222,0,0,12,No Offer,1,12.36,1,23,0,0,0,0,1,0,0,1,1,84.45,1059.55,0.0,0,148.32,1207.87,2,1,3330,True,True,False,True,False,False,False,False,False
35,No,No,No,No,0,12756,0,0,27,No Offer,1,24.72,1,29,0,0,0,1,0,0,0,1,1,79.5,2180.55,0.0,0,667.4399999999999,2847.99,1,1,2518,True,True,False,True,False,False,False,False,False
44,No,No,Yes,No,0,382,1,1,1,No Offer,1,32.35,0,18,0,0,0,0,1,1,1,1,0,89.15,89.15,0.0,0,32.35,121.5,1,1,3123,True,True,False,True,False,False,False,False,True
45,No,No,No,No,0,4097,0,0,3,No Offer,1,25.96,0,7,0,0,0,0,0,1,1,1,1,55.3,196.15,0.0,0,77.88,274.03,1,1,3190,False,True,True,False,False,False,False,False,False
32,No,No,Yes,Yes,1,6197,1,1,22,No Offer,1,5.26,0,19,0,1,0,1,0,0,0,0,0,55.15,1206.05,0.0,30,115.72,1351.77,2,1,5115,False,True,True,False,False,False,False,False,False
34,No,No,Yes,No,0,2536,1,1,16,No Offer,1,6.82,1,7,0,0,0,0,1,0,0,1,1,84.95,1378.25,0.0,0,109.12,1487.37,3,1,3075,False,True,False,True,False,False,False,False,False
30,No,No,No,No,0,1140,0,0,5,No Offer,0,0.0,0,59,1,1,1,1,0,0,0,1,1,43.25,219.0,0.0,0,0.0,219.0,2,1,5824,True,True,False,False,False,False,False,False,True
60,No,No,Yes,No,0,659,1,1,23,No Offer,1,5.8,1,12,0,0,0,0,0,0,0,1,1,48.35,1067.15,0.0,0,133.4,1200.5500000000002,2,1,4580,True,True,True,False,False,True,False,True,False
59,No,No,No,No,0,228,0,0,1,No Offer,1,4.04,0,6,0,0,0,0,1,0,0,1,1,79.55,79.55,0.0,0,4.04,83.59,2,1,5593,True,True,False,True,False,False,False,False,False
31,No,No,No,No,0,2010,0,0,1,No Offer,1,6.89,1,12,0,0,0,0,1,0,0,1,0,84.5,84.5,0.0,0,6.89,91.39,2,1,4340,True,True,False,True,False,False,False,False,False
57,No,No,Yes,No,0,485,1,1,71,Offer A,1,5.76,1,11,0,1,1,1,1,1,1,0,1,108.6,7690.9,0.0,20,408.96,8119.86,1,1,4982,True,True,False,True,False,False,True,True,False
57,No,No,No,No,0,929,0,0,46,No Offer,0,0.0,0,26,0,1,0,0,0,0,0,1,0,30.3,1380.1,0.0,0,0.0,1380.1,2,1,2243,True,True,True,False,False,False,False,False,False
32,No,No,No,No,0,751,0,0,1,No Offer,1,38.31,0,26,0,0,0,0,0,0,0,1,1,45.4,45.4,0.0,0,38.31,83.71000000000001,2,1,2168,False,True,False,False,False,False,False,True,False
53,No,No,Yes,No,0,32040,1,1,32,No Offer,1,37.48,0,13,0,1,0,0,0,1,1,1,0,84.15,2585.95,0.0,0,1199.36,3785.309999999999,2,1,4017,False,True,False,True,False,False,False,False,False
41,No,No,No,No,0,1173,0,0,3,Offer E,1,24.63,0,0,0,0,0,0,0,0,0,0,0,19.75,58.85,0.0,0,73.89,132.74,3,1,2647,False,False,False,False,True,False,False,False,False
62,No,No,No,No,0,4354,0,0,5,Offer E,1,43.51,0,17,0,0,0,1,0,1,1,1,1,85.4,425.9,0.0,0,217.55,643.4499999999999,2,1,3716,False,True,False,True,False,False,False,True,False
62,No,No,No,No,0,49729,0,0,49,No Offer,1,19.08,1,24,0,0,0,0,0,0,0,0,0,75.2,3678.3,0.0,20,934.92,4633.22,2,1,5283,True,True,False,True,False,False,False,True,False
50,No,No,No,No,0,947,0,0,17,No Offer,1,24.31,1,21,0,0,1,0,0,0,0,1,1,55.85,937.5,0.0,0,413.27,1350.77,2,1,5472,False,True,True,False,False,True,False,False,True
53,No,No,No,No,0,1472,0,0,6,No Offer,1,21.97,0,9,0,1,0,0,0,1,1,1,1,84.4,556.35,0.0,0,131.82,688.1700000000001,3,1,4539,True,True,False,True,False,False,False,False,False
44,No,No,No,No,0,38547,0,0,6,Offer E,1,17.18,0,22,1,1,0,0,0,0,0,1,0,56.25,389.1,0.0,0,103.08,492.18,1,1,4110,False,True,True,False,False,False,False,False,False
51,No,No,No,No,0,4829,0,0,4,Offer E,1,10.64,0,23,0,1,0,0,1,1,1,1,1,68.65,261.25,0.0,0,42.56,303.81,3,1,5274,False,True,True,False,False,False,False,False,False
48,No,No,No,No,0,350,0,0,4,Offer E,1,42.8,0,28,0,0,0,0,1,0,0,0,0,77.85,299.2,0.0,10,171.2,480.4,2,1,2140,True,True,False,True,False,False,False,False,False
50,No,No,No,No,0,69,0,0,3,Offer E,1,13.83,1,14,0,1,1,0,1,1,1,1,1,105.35,323.25,0.0,0,41.49,364.74,3,1,3662,True,True,False,True,False,False,False,False,False
48,No,No,No,No,0,8577,0,0,8,Offer E,1,45.59,1,8,0,0,0,0,1,0,0,1,1,87.05,762.1,0.0,0,364.72,1126.8200000000002,1,1,2545,False,True,False,True,False,False,False,False,False
22,Yes,No,No,No,0,31,0,0,1,No Offer,1,14.58,0,73,0,0,0,0,1,0,0,1,1,53.5,53.5,0.0,0,14.58,68.08,1,1,5094,True,True,True,False,False,False,False,False,True
35,No,No,No,No,0,20675,0,0,1,No Offer,0,0.0,0,28,0,0,0,0,0,0,0,1,1,25.1,25.1,0.0,0,0.0,25.1,1,1,4769,False,True,False,False,False,False,False,False,True
21,Yes,No,No,No,0,21313,0,0,5,No Offer,1,3.61,0,69,1,0,0,1,0,0,0,1,0,54.2,308.25,0.0,0,18.05,326.3,1,1,5476,False,True,True,False,False,False,False,False,False
47,No,No,Yes,No,0,19611,1,1,72,No Offer,1,3.07,1,23,0,1,1,0,1,1,1,1,1,103.4,7372.65,0.0,0,221.04,7593.69,3,1,5055,True,True,False,True,False,False,True,False,False
60,No,No,No,No,0,42832,0,0,13,No Offer,1,21.88,1,4,0,1,1,0,0,0,0,1,1,84.45,1058.6,0.0,0,284.44,1343.04,2,1,5801,False,True,False,True,False,False,False,False,False
53,No,No,No,No,0,5654,0,0,29,No Offer,0,0.0,0,7,0,1,0,0,0,0,0,1,1,30.6,856.35,0.0,0,0.0,856.35,2,1,3615,False,True,True,False,False,False,False,False,False
51,No,No,No,No,0,632,0,0,17,No Offer,1,7.66,0,17,0,0,0,0,0,0,0,0,1,70.0,1144.5,0.0,80,130.22,1354.72,1,1,4390,False,True,False,True,False,False,False,False,False
37,No,No,No,No,0,262,0,0,1,No Offer,1,26.41,0,26,0,0,0,0,0,0,0,1,1,45.3,45.3,0.0,0,26.41,71.71,1,1,2293,False,True,False,False,False,False,False,False,False
64,No,No,No,No,0,35808,0,0,2,No Offer,0,0.0,0,11,0,0,0,1,0,0,0,1,0,29.85,75.6,0.0,0,0.0,75.6,2,1,4268,True,True,False,False,False,False,False,False,False
40,No,No,No,No,0,7503,0,0,1,No Offer,1,9.66,0,0,0,0,0,0,0,0,0,0,0,19.8,19.8,0.0,0,9.66,29.46,3,1,5600,True,False,False,False,True,False,False,False,True
36,No,No,No,No,0,404,0,0,4,No Offer,1,24.09,0,17,0,1,0,0,0,0,0,1,1,76.65,333.6,0.0,0,96.36,429.96,1,1,4580,False,True,False,True,False,False,False,False,False
45,No,No,Yes,No,0,19,1,1,5,No Offer,1,9.23,0,25,0,1,0,1,1,1,1,1,1,99.15,465.05,0.0,0,46.150000000000006,511.2000000000001,2,1,2283,False,True,False,True,False,False,False,False,True
57,No,No,No,No,0,17922,0,0,9,Offer E,1,2.88,0,26,0,0,0,0,0,0,0,0,0,44.95,431.0,0.0,10,25.92,466.92,1,1,5023,True,True,True,False,False,False,False,False,True
53,No,No,Yes,No,0,531,1,1,18,No Offer,1,19.05,0,26,0,0,1,0,0,0,0,1,1,49.55,878.35,0.0,0,342.90000000000003,1221.25,1,1,2815,True,True,True,False,False,False,False,False,True
55,No,No,No,No,0,1254,0,0,25,No Offer,1,5.27,0,4,0,1,0,0,1,1,1,1,1,95.9,2448.75,0.0,0,131.75,2580.5,1,1,2241,True,True,False,True,False,False,False,False,False
40,No,No,Yes,No,0,1601,1,1,52,No Offer,1,38.37,0,14,1,0,0,0,1,0,0,1,0,84.1,4348.65,0.0,0,1995.24,6343.889999999999,1,1,6216,True,True,False,True,False,False,False,False,False
48,No,No,No,No,0,8812,0,0,8,No Offer,1,37.79,0,25,1,0,0,0,0,0,0,0,1,49.85,365.55,13.01,10,302.32,664.86,3,1,2269,False,True,False,False,False,False,False,False,False
22,Yes,No,Yes,No,0,595,1,1,22,No Offer,1,35.04,0,76,0,1,0,0,1,1,1,1,1,69.5,1498.2,49.57,0,770.88,2219.51,2,1,5922,False,True,True,False,False,True,False,False,False
47,No,No,Yes,No,0,4552,1,1,54,No Offer,1,35.46,1,23,0,1,1,0,1,1,1,1,1,104.3,5278.15,11.45,0,1914.84,7181.54,1,1,4019,True,True,False,True,False,False,False,False,False
49,No,No,No,No,0,1162,0,0,1,Offer E,1,16.15,1,12,0,0,0,0,1,1,1,1,1,93.85,93.85,0.0,0,16.15,110.0,3,1,3014,False,True,False,True,False,False,False,False,False
47,No,No,Yes,Yes,2,48690,1,1,1,Offer E,1,9.73,0,29,0,0,1,0,0,0,0,1,0,50.45,50.45,0.0,0,9.73,60.18000000000001,2,1,2426,False,True,True,False,False,False,False,False,True
33,No,No,No,No,0,42239,0,0,7,Offer E,1,48.82,1,19,0,0,0,1,1,1,1,1,1,74.65,521.1,28.35,0,341.74,834.49,3,1,4612,False,True,False,False,False,False,False,False,False
53,No,No,No,No,0,482,0,0,12,No Offer,1,12.75,1,24,0,0,0,0,1,1,1,0,1,94.2,1046.1,7.39,120,153.0,1311.7099999999998,3,1,3975,False,True,False,True,False,False,False,False,False
59,No,No,Yes,No,0,124,1,2,54,No Offer,1,8.83,1,21,1,1,0,0,1,1,1,1,0,106.55,5763.3,0.0,0,476.82,6240.12,1,1,4893,False,True,False,True,False,True,False,False,False
33,No,No,No,No,0,42239,0,0,1,Offer E,1,16.81,0,0,0,0,0,0,0,0,0,0,0,20.1,20.1,0.0,0,16.81,36.91,1,1,5747,True,False,False,False,True,False,False,True,False
45,No,No,Yes,No,0,829,0,0,23,No Offer,1,38.81,0,28,0,1,1,1,0,0,0,1,0,83.8,1900.25,0.0,0,892.6300000000001,2792.88,1,1,5737,False,True,False,True,False,False,False,False,False
25,Yes,No,No,No,0,182,0,0,3,Offer E,1,22.77,0,51,0,0,0,0,1,0,1,1,0,55.15,159.15,0.0,0,68.31,227.46,2,1,5698,True,True,True,False,False,False,False,True,False
46,No,No,No,No,0,3749,0,0,31,No Offer,1,34.38,0,20,0,1,0,1,0,0,0,0,1,78.45,2435.15,0.0,40,1065.78,3540.9300000000003,1,1,3091,True,True,False,True,False,False,False,False,False
39,No,No,Yes,No,0,843,1,1,34,No Offer,1,40.78,1,4,0,0,1,0,1,0,0,1,0,87.45,2874.15,0.0,0,1386.52,4260.67,3,1,3358,False,True,False,True,False,False,False,False,False
36,No,No,Yes,No,0,1839,1,1,29,No Offer,1,11.24,0,16,0,0,0,0,0,0,0,1,1,70.75,1974.8,0.0,0,325.96,2300.76,1,1,2663,True,True,False,True,False,False,False,False,False
31,No,No,No,No,0,132,0,0,1,Offer E,1,9.81,1,28,1,0,0,0,0,0,0,1,1,81.7,81.7,0.0,0,9.81,91.51,1,1,5574,True,True,False,True,False,False,False,False,False
37,No,No,No,No,0,231,0,0,33,No Offer,1,28.84,0,23,0,0,0,0,0,0,0,1,0,68.25,2171.15,0.0,0,951.72,3122.87,2,1,5647,True,True,False,True,False,False,False,False,False
41,No,No,No,No,0,42239,0,0,4,Offer E,1,36.91,0,23,0,0,0,0,0,1,1,1,1,79.15,317.25,0.0,0,147.64,464.89,1,1,5762,False,True,False,True,False,False,False,False,False
29,Yes,No,Yes,No,0,227,1,1,19,No Offer,1,5.93,1,51,0,0,0,1,1,1,1,1,1,100.95,1875.55,0.0,0,112.67,1988.22,3,1,4072,True,True,False,True,False,True,False,False,False
46,No,No,Yes,No,0,4158,1,1,1,Offer E,1,16.55,0,19,0,0,0,0,0,0,0,1,1,69.1,69.1,0.0,0,16.55,85.64999999999999,1,1,4779,False,True,False,True,False,False,False,True,False
53,No,No,No,No,0,33038,0,0,31,No Offer,1,9.27,1,30,0,1,1,0,1,1,1,1,1,103.45,3066.45,0.0,0,287.37,3353.8199999999997,3,1,5387,True,True,False,True,False,True,False,False,False
31,No,No,No,No,0,28201,0,0,4,No Offer,1,30.95,1,26,0,1,0,0,0,0,0,1,0,77.95,305.55,0.0,0,123.8,429.35,2,1,5365,False,True,False,True,False,False,False,False,False
46,No,No,No,No,0,46984,0,0,10,Offer D,0,0.0,0,30,0,0,1,0,0,0,0,0,0,29.5,255.25,0.0,40,0.0,295.25,3,1,3797,True,True,True,False,False,False,False,True,False
64,No,No,No,No,0,20692,0,0,2,No Offer,1,26.93,0,10,1,0,0,0,1,1,1,1,1,70.75,146.9,0.0,0,53.86,200.76,1,1,3257,False,True,True,False,False,False,False,False,False
